contract_id,brand,model,year,power,fuel_type,current_value,color,usage,previous_claims
CTR_006831,Renault,Megane,2013.0,,Electric,4721.32 euros,Black,Professional,2.0
CTR_006832,Renault,Clio,2017.0,127hp,Gasoline,4692.59€,Red,Professional,2.0
CTR_006833,Volkswagen,Golf,2018.0,108 HP,Gasoline,$5597.15,White,Mixed,2.0
CTR_006834,Renault,Clio,2020.0,139hp,Gasoline,8158.04€,Black,Mixed,0.0
CTR_006840,Renault,Clio,2021.0,97,Electric,€9483.03,White,Personal,1.0
CTR_006842,Volkswagen,Golf,2020.0,,Diesel,11319.21€,Gray,Personal,3.0
CTR_006844,Volkswagen,Tiguan,2014.0,89 kW,Gasoline,4787.73 euros,Red,Personal,3.0
CTR_006846,Peugeot,308,2018.0,188,Hybrid,5678.95€,,Personal,3.0
CTR_006847,Volkswagen,Polo,2015.0,140 HP,Electric,4832.75€,,Personal,1.0
CTR_006849,Renault,Megane,2011.0,153,Diesel,4352.99 EUR,,Personal,0.0
CTR_006852,Volkswagen,Polo,2022.0,,Gasoline,15264.83€,Gray,Professional,0.0
CTR_006855,Volkswagen,Tiguan,2022.0,88 kW,Diesel,14865.05€,Blue,Personal,0.0
CTR_006860,BMW,Serie3,2019.0,102 kW,Hybrid,11713,Gray,Mixed,1.0
CTR_006861,Renault,Clio,2024.0,,Electric,14910.97€,Red,Professional,2.0
CTR_006871,Peugeot,208,2023.0,186 HP,Hybrid,€14847.34,Gray,Professional,2.0
CTR_006880,Volkswagen,Polo,2019.0,134,Hybrid,7539.71€,White,Personal,2.0
CTR_006882,Peugeot,308,2010.0,193,Diesel,5518.43€,,Mixed,1.0
CTR_006885,Peugeot,208,2020.0,107hp,Electric,8067.86€,White,Mixed,2.0
CTR_006889,Volkswagen,Polo,2022.0,,Hybrid,13819.83 euros,White,Personal,3.0
CTR_006891,Renault,Captur,2019.0,80 kW,Gasoline,5250.51 EUR,White,Mixed,2.0
CTR_006896,Volkswagen,Golf,2023.0,194hp,Electric,20740.72 EUR,Black,Professional,0.0
CTR_006898,Peugeot,3008,2021.0,196hp,Gasoline,$9359.50,,Professional,1.0
CTR_006902,Peugeot,208,2019.0,124 kW,Diesel,5164.61€,Blue,Personal,3.0
CTR_006903,Peugeot,208,2022.0,130,Gasoline,9465.06€,Red,Professional,3.0
CTR_006906,BMW,Serie1,2017.0,,Gasoline,6441.31€,,Professional,1.0
CTR_006907,Volkswagen,Polo,2020.0,,Diesel,11116.02€,White,Mixed,2.0
CTR_006908,Volkswagen,Golf,2020.0,81 kW,Electric,8805.33€,Gray,Professional,2.0
CTR_006912,Peugeot,3008,,144,Hybrid,12611.40€,Red,Professional,1.0
CTR_006922,Renault,Captur,,149 CV,Hybrid,9423.82€,,Personal,3.0
CTR_006923,Volkswagen,Tiguan,2010.0,131 kW,Electric,5972.43€,Gray,Mixed,1.0
CTR_006927,Volkswagen,Polo,2021.0,190 CV,Hybrid,12858.46€,Gray,Personal,0.0
CTR_006928,Renault,Captur,2024.0,155 HP,Gasoline,14091.95€,White,Professional,3.0
CTR_006931,Renault,Clio,2011.0,184,Hybrid,4498.54 EUR,White,Professional,0.0
CTR_006934,Volkswagen,Tiguan,2018.0,,Electric,4907.67€,White,Mixed,0.0
CTR_006938,Volkswagen,Tiguan,2024.0,177,Hybrid,21868.27€,Gray,Personal,1.0
CTR_006940,Renault,Megane,2022.0,153hp,Gasoline,10098.05 EUR,Gray,Personal,3.0
CTR_006941,Mercedes,ClasseA,2024.0,68 kW,Diesel,43590.03 EUR,Blue,Mixed,2.0
CTR_006944,Peugeot,3008,2024.0,184 CV,Gasoline,16646.65€,Gray,Professional,0.0
CTR_006946,Renault,Clio,2011.0,94 HP,Hybrid,5806.58€,White,Professional,0.0
CTR_006947,Volkswagen,Tiguan,2021.0,109hp,Diesel,12428.48€,White,Professional,1.0
CTR_006950,Volkswagen,Golf,2024.0,96 kW,Hybrid,16766.73€,White,Personal,1.0
CTR_006953,Renault,Clio,2023.0,115 HP,Diesel,€9963.05,Gray,Mixed,3.0
CTR_006961,Peugeot,3008,2016.0,94 CV,Gasoline,4583.76 euros,Red,Personal,3.0
CTR_006964,Peugeot,3008,2021.0,134,Gasoline,11260.71€,Gray,Professional,2.0
CTR_006965,Volkswagen,Polo,2020.0,114hp,Gasoline,11430.85 EUR,Gray,Personal,0.0
CTR_006970,Peugeot,308,2019.0,155,Hybrid,6141.96€,Blue,Mixed,1.0
CTR_006974,Renault,Captur,2021.0,125 kW,Diesel,8026.78€,Black,Mixed,0.0
CTR_006978,Peugeot,208,2019.0,79 kW,Electric,6510.80€,Gray,Personal,2.0
CTR_006979,Renault,Megane,2019.0,79 kW,Gasoline,6139.50€,Blue,Mixed,0.0
CTR_006981,Mercedes,ClasseC,2021.0,,Electric,22839.77€,Gray,Personal,3.0
CTR_006982,Renault,Clio,2021.0,,Gasoline,9705.92€,Red,Personal,1.0
CTR_006987,Volkswagen,Golf,2019.0,91 HP,Gasoline,6784.75€,Gray,Professional,0.0
CTR_006990,Peugeot,208,2014.0,131hp,Hybrid,4203.36€,White,Professional,1.0
CTR_007004,Peugeot,208,2019.0,116 kW,Hybrid,$5425.81,Black,Personal,0.0
CTR_007010,Peugeot,208,2022.0,130 CV,Diesel,12814.51€,Blue,Personal,0.0
CTR_007015,Peugeot,208,2021.0,195 HP,Gasoline,8719.15€,,Mixed,0.0
CTR_007016,Volkswagen,Polo,2012.0,143 CV,Electric,5208.35€,Gray,Personal,2.0
CTR_007017,Renault,Clio,2020.0,136hp,Hybrid,6244.73€,Black,Personal,1.0
CTR_007019,Mercedes,GLA,2021.0,,Gasoline,25010.44€,Black,Personal,0.0
CTR_007024,Volkswagen,Tiguan,2021.0,,Gasoline,10381.83 EUR,Red,Personal,1.0
CTR_007025,Peugeot,308,,176,Electric,5719.90€,Blue,Professional,3.0
CTR_007031,Renault,Clio,2013.0,,Hybrid,5079,Gray,Personal,0.0
CTR_007033,Renault,Clio,2011.0,93 HP,Electric,5781.02€,,Professional,3.0
CTR_007034,Renault,Captur,2013.0,89 kW,Diesel,4935.57 euros,Blue,Personal,
CTR_007036,Volkswagen,Tiguan,,90hp,Hybrid,€4632.65,,Professional,0.0
CTR_007037,Volkswagen,Golf,2023.0,165 HP,Gasoline,16901.65€,Black,Professional,3.0
CTR_007040,Peugeot,3008,2019.0,109 CV,Hybrid,5385.24€,Red,Personal,0.0
CTR_007041,Mercedes,GLA,2022.0,,Hybrid,$38597.28,Blue,Personal,3.0
CTR_007043,BMW,Serie1,2019.0,,Electric,12855.45 EUR,Red,Professional,1.0
CTR_007045,Volkswagen,Golf,2018.0,180hp,Gasoline,5134.54€,Black,Professional,0.0
CTR_007046,Volkswagen,Tiguan,2018.0,,Electric,5894.83€,,Personal,0.0
CTR_007047,Volkswagen,Polo,2021.0,191 CV,Hybrid,10868.37€,Gray,Personal,0.0
CTR_007054,Volkswagen,Tiguan,2012.0,143 CV,Diesel,4438.36 euros,Black,Professional,
CTR_007055,Peugeot,308,2018.0,186,Electric,4859.80€,Red,Professional,0.0
CTR_007056,Peugeot,308,2017.0,134 CV,Hybrid,4365.22€,Red,Mixed,1.0
CTR_007063,Peugeot,208,2019.0,191 HP,Electric,5417.58€,Black,Mixed,1.0
CTR_007065,Volkswagen,Tiguan,2024.0,105 kW,Hybrid,21599.42€,White,Professional,0.0
CTR_007075,Peugeot,308,2024.0,165hp,Electric,13679.05€,Gray,Mixed,0.0
CTR_007076,Renault,Clio,2020.0,137 CV,Gasoline,7679.52€,White,Personal,1.0
CTR_007078,Peugeot,308,2021.0,141 CV,Gasoline,9578.52€,Gray,Personal,1.0
CTR_007079,Peugeot,208,2018.0,121 HP,Electric,5535.25€,Red,Personal,0.0
CTR_007089,Renault,Captur,2022.0,,Electric,11707.08€,,Personal,
CTR_007094,Volkswagen,Tiguan,2019.0,138 kW,Electric,7032.15 euros,,Professional,0.0
CTR_007097,Renault,Clio,2018.0,100 CV,Electric,5886,Gray,Mixed,0.0
CTR_007098,Volkswagen,Polo,2019.0,105,Hybrid,8967.06€,Black,Professional,1.0
CTR_007102,Volkswagen,Polo,2019.0,150 CV,Diesel,$8914.81,,Personal,3.0
CTR_007106,BMW,Serie3,2020.0,74 kW,Gasoline,$20498.54,Red,Personal,3.0
CTR_007108,Peugeot,3008,2020.0,92hp,Electric,8825.97€,White,Mixed,3.0
CTR_007109,Peugeot,208,2019.0,180hp,Gasoline,5961,Blue,Mixed,3.0
CTR_007117,Volkswagen,Tiguan,2018.0,121,Gasoline,5551.81€,Blue,Personal,
CTR_007118,Renault,Megane,2020.0,200hp,Gasoline,7659.10€,White,Personal,0.0
CTR_007124,Renault,Megane,2022.0,193hp,Electric,8887.84€,White,Professional,3.0
CTR_007126,Volkswagen,Tiguan,2018.0,133,Electric,5783.99€,Red,Mixed,3.0
CTR_007127,Peugeot,308,2021.0,147,Electric,8539.81€,Gray,Mixed,0.0
CTR_007131,Peugeot,3008,2024.0,189 CV,Gasoline,12700.23€,White,Mixed,3.0
CTR_007132,Renault,Captur,2024.0,200 HP,Hybrid,15766.32€,Blue,Mixed,3.0
CTR_007139,Renault,Captur,2021.0,193 HP,Gasoline,8536.43€,,Professional,2.0
CTR_007141,Renault,Clio,2022.0,93 kW,Gasoline,10651.98€,Red,Mixed,2.0
CTR_007144,Volkswagen,Tiguan,,,Diesel,11742.50€,Blue,Professional,3.0
CTR_007146,Volkswagen,Polo,2015.0,177 CV,Gasoline,$4467.99,Blue,Mixed,0.0
CTR_007147,Renault,Clio,2024.0,109hp,Electric,13677.39 euros,White,Professional,3.0
CTR_007148,Renault,Megane,2015.0,196,Electric,5500.52€,Black,Personal,1.0
CTR_007149,Peugeot,208,2018.0,173hp,Gasoline,5516.66€,Blue,Mixed,
CTR_007150,Renault,Clio,2018.0,166,Hybrid,5844.09€,Black,Professional,2.0
CTR_007152,Volkswagen,Golf,2020.0,155hp,Hybrid,11816.08€,Blue,Professional,0.0
CTR_007160,Peugeot,3008,,124hp,Hybrid,5964,Gray,Personal,3.0
CTR_007161,Renault,Captur,2020.0,188 CV,Gasoline,7488.58€,Red,Professional,1.0
CTR_007167,Volkswagen,Golf,2022.0,113,Gasoline,12469.69€,Blue,Mixed,3.0
CTR_007169,Renault,Clio,2016.0,143,Gasoline,5726.79€,White,Personal,1.0
CTR_007170,BMW,Serie3,2023.0,163 CV,Gasoline,36369.07€,Black,Mixed,
CTR_007174,Peugeot,208,2020.0,106 HP,Electric,7688.22€,White,Professional,0.0
CTR_007175,Peugeot,3008,2014.0,122,Electric,4227.87 EUR,Black,Professional,0.0
CTR_007176,Peugeot,208,2023.0,139 kW,Diesel,10690.01€,Black,Personal,0.0
CTR_007179,Peugeot,208,2020.0,179 HP,Diesel,8154.15€,Black,Personal,3.0
CTR_007181,Renault,Megane,2019.0,179 HP,Hybrid,5975,Blue,Mixed,1.0
CTR_007189,Renault,Captur,2018.0,98,Diesel,4032.43€,Black,Professional,1.0
CTR_007191,Renault,Megane,2018.0,177hp,Electric,5898.52€,Black,Personal,0.0
CTR_007194,Renault,Clio,2018.0,194hp,Gasoline,5084.47€,Red,Mixed,2.0
CTR_007196,Peugeot,3008,2023.0,135 kW,Gasoline,13792.81€,Gray,Mixed,2.0
CTR_007197,Renault,Captur,2014.0,150,Hybrid,5128.30€,Black,Personal,
CTR_007198,Peugeot,308,2024.0,119 HP,Electric,13901.61€,Gray,Mixed,2.0
CTR_007199,Renault,Captur,2023.0,113,Electric,14294.07€,Red,Mixed,2.0
CTR_007201,Mercedes,ClasseA,2022.0,,Diesel,24366.33€,,Professional,0.0
CTR_007205,Volkswagen,Polo,2016.0,185 CV,Diesel,5494.39€,Gray,Personal,0.0
CTR_007208,Mercedes,ClasseA,2015.0,149 HP,Gasoline,4721.66€,White,Mixed,0.0
CTR_007214,Mercedes,ClasseA,2010.0,121hp,Hybrid,4380.45€,Blue,Personal,1.0
CTR_007219,Volkswagen,Tiguan,2023.0,105 CV,Gasoline,17150.19 EUR,Red,Professional,
CTR_007220,Peugeot,208,2023.0,131 kW,Hybrid,11605.62€,White,Mixed,0.0
CTR_007221,BMW,X1,2012.0,170hp,Electric,5737.66€,Gray,Professional,3.0
CTR_007222,Renault,Clio,2022.0,120,Hybrid,11898.10€,,Professional,3.0
CTR_007226,Volkswagen,Polo,2019.0,137 HP,Gasoline,9142.39€,White,Personal,3.0
CTR_007228,Renault,Captur,2018.0,96,Hybrid,5671.74€,White,Mixed,3.0
CTR_007234,Renault,Clio,2023.0,177hp,Diesel,13920.68€,,Mixed,
CTR_007239,Peugeot,208,2018.0,172hp,Electric,5162.85€,White,Mixed,0.0
CTR_007243,Mercedes,ClasseC,2012.0,145 kW,Hybrid,5803.93€,White,Mixed,0.0
CTR_007245,Renault,Megane,2013.0,,Diesel,€4118.30,Red,Mixed,1.0
CTR_007247,Volkswagen,Tiguan,2010.0,138 CV,Gasoline,4571.75€,Black,Professional,
CTR_007248,Peugeot,3008,2023.0,181 CV,Hybrid,11682.34€,White,Mixed,0.0
CTR_007249,Renault,Megane,2015.0,172 HP,Gasoline,4242.16€,Gray,Professional,0.0
CTR_007257,Renault,Clio,2017.0,108 kW,Hybrid,4012.70€,White,Mixed,2.0
CTR_007259,Renault,Clio,2019.0,,Hybrid,5381.92€,Gray,Professional,0.0
CTR_007260,Renault,Megane,2014.0,198 CV,Electric,5448.00 EUR,Blue,Professional,
CTR_007262,Volkswagen,Tiguan,2018.0,,Gasoline,5924.55€,Blue,Professional,3.0
CTR_007265,Mercedes,ClasseC,2018.0,172 CV,Hybrid,11876.69€,Gray,Mixed,
CTR_007266,Volkswagen,Polo,2014.0,125 kW,Hybrid,5776.24€,White,Mixed,3.0
CTR_007270,Renault,Clio,2023.0,151 CV,Electric,14573.84€,Black,Personal,
CTR_007277,Volkswagen,Golf,2024.0,133,Electric,21444.73€,White,Personal,3.0
CTR_007279,Renault,Captur,2020.0,136 CV,Gasoline,6071.30€,Black,Professional,2.0
CTR_007281,Renault,Clio,2021.0,186 CV,Electric,9593.30€,Gray,Mixed,1.0
CTR_007283,Volkswagen,Golf,2020.0,143 CV,Diesel,10627.86€,Blue,Personal,1.0
CTR_007284,Volkswagen,Polo,2017.0,108,Diesel,4128.80€,Red,Professional,1.0
CTR_007285,Peugeot,208,2019.0,127 kW,Diesel,5417.08€,Blue,Personal,2.0
CTR_007286,Peugeot,308,2022.0,147 HP,Electric,10203,White,Professional,2.0
CTR_007287,Renault,Megane,2020.0,,Diesel,8074.41€,Black,Mixed,2.0
CTR_007288,Peugeot,3008,2023.0,147 CV,Gasoline,12382,,Mixed,3.0
CTR_007289,Renault,Megane,2022.0,182hp,Electric,10642.83€,White,Personal,2.0
CTR_007293,Peugeot,308,2024.0,184 CV,Electric,16714.35€,White,Mixed,2.0
CTR_007294,Volkswagen,Tiguan,2024.0,125 kW,Electric,23492.11€,,Professional,2.0
CTR_007297,Peugeot,308,2023.0,111 kW,Diesel,13401.77€,White,Professional,3.0
CTR_007300,Renault,Megane,2020.0,156 CV,Gasoline,7441.02€,Blue,Mixed,3.0
CTR_007301,Renault,Clio,2023.0,151 HP,Hybrid,10328.43€,White,Mixed,2.0
CTR_007304,Volkswagen,Golf,2018.0,,Gasoline,5587.27€,,Personal,3.0
CTR_007309,Renault,Clio,2024.0,187 CV,Gasoline,€15044.21,Black,Personal,
CTR_007314,BMW,Serie3,2012.0,97,Electric,4378.10€,,Personal,2.0
CTR_007316,Peugeot,3008,2023.0,119hp,Hybrid,11147.46€,White,Personal,1.0
CTR_007319,Peugeot,208,2020.0,130 kW,Hybrid,8933.61€,Black,Mixed,
CTR_007322,Renault,Clio,2021.0,147hp,Gasoline,7579.72 euros,,Professional,0.0
CTR_007323,Renault,Megane,2011.0,,Electric,5826.15€,Red,Professional,1.0
CTR_007324,Volkswagen,Polo,2024.0,169hp,Gasoline,18189.25 euros,Gray,Mixed,2.0
CTR_007326,Peugeot,208,2018.0,168 HP,Diesel,4659.93€,Red,Professional,0.0
CTR_007327,Volkswagen,Tiguan,2010.0,,Gasoline,5051.16€,White,Mixed,3.0
CTR_007335,Renault,Clio,2014.0,151,Diesel,4376.21€,,Mixed,3.0
CTR_007338,Peugeot,3008,2012.0,150hp,Electric,5377.11€,Blue,Mixed,2.0
CTR_007339,Volkswagen,Tiguan,2020.0,171 HP,Hybrid,10499.39€,Gray,Professional,3.0
CTR_007342,Volkswagen,Tiguan,2019.0,166hp,Gasoline,9427.56€,Gray,Personal,0.0
CTR_007343,Volkswagen,Tiguan,2016.0,125hp,Electric,5822.43€,,Professional,
CTR_007344,Volkswagen,Polo,2018.0,182,Hybrid,6204.16€,Red,Mixed,
CTR_007345,BMW,X1,2012.0,,Electric,4369.63€,White,Personal,3.0
CTR_007348,Volkswagen,Polo,2010.0,92 HP,Hybrid,4427.58€,Red,Professional,2.0
CTR_007349,Peugeot,208,2019.0,74 kW,Gasoline,5444.34€,Blue,Professional,0.0
CTR_007351,Peugeot,308,2011.0,110 kW,Electric,5668.29€,Red,Professional,1.0
CTR_007352,Peugeot,208,2020.0,130,Hybrid,8261.59€,Blue,Personal,0.0
CTR_007356,Peugeot,3008,2021.0,168,Hybrid,8354.23€,,Mixed,3.0
CTR_007359,Renault,Megane,2013.0,146 kW,Electric,4916.52€,White,Professional,1.0
CTR_007360,Volkswagen,Golf,2012.0,160,Diesel,5949.80€,Black,Professional,0.0
CTR_007365,Volkswagen,Golf,2020.0,165 HP,Electric,11366.16€,Blue,Mixed,0.0
CTR_007366,Volkswagen,Golf,2016.0,147,Gasoline,5868.57 euros,White,Mixed,0.0
CTR_007369,Volkswagen,Polo,2023.0,,Gasoline,19774.22€,White,Professional,2.0
CTR_007372,Renault,Clio,2021.0,90 kW,Hybrid,$10743.27,Black,Mixed,1.0
CTR_007374,Renault,Megane,2019.0,177 CV,Diesel,6339.02€,Blue,Personal,3.0
CTR_007376,Renault,Megane,2016.0,145 kW,Hybrid,5385.14€,Red,Professional,2.0
CTR_007377,Volkswagen,Polo,2017.0,191 CV,Electric,5134.73€,Blue,Mixed,0.0
CTR_007378,Renault,Captur,2022.0,100hp,Diesel,11643.93€,Blue,Personal,3.0
CTR_007379,Volkswagen,Golf,2022.0,165 CV,Electric,13555.15 EUR,,Personal,2.0
CTR_007381,Volkswagen,Tiguan,2018.0,199,Gasoline,5578.38€,Black,Professional,
CTR_007382,Mercedes,ClasseC,2024.0,93 HP,Gasoline,47222.24 EUR,,Mixed,2.0
CTR_007383,Peugeot,308,2023.0,103 kW,Gasoline,$16312.42,Red,Mixed,3.0
CTR_007388,Peugeot,208,2018.0,,Diesel,5852.60 EUR,Gray,Personal,
CTR_007391,Volkswagen,Polo,2011.0,192 CV,Electric,5934.90€,Red,Personal,1.0
CTR_007393,Renault,Megane,2013.0,133 kW,Hybrid,$5691.76,Red,Personal,2.0
CTR_007399,Volkswagen,Tiguan,2019.0,,Gasoline,7027.76€,,Personal,1.0
CTR_007402,Renault,Megane,2023.0,195 HP,Gasoline,13507.90€,Blue,Professional,0.0
CTR_007403,Renault,Megane,2024.0,138 kW,Gasoline,11241.06€,Red,Professional,3.0
CTR_007404,Peugeot,208,2021.0,188 CV,Diesel,8022.30€,,Professional,
CTR_007408,BMW,Serie1,2024.0,,Hybrid,32005.60 EUR,Blue,Personal,1.0
CTR_007417,Renault,Megane,2019.0,144hp,Gasoline,4514.02€,Black,Mixed,2.0
CTR_007418,Volkswagen,Tiguan,,95 kW,Hybrid,5366.71€,Gray,Professional,3.0
CTR_007421,Peugeot,208,2017.0,113 kW,Electric,5633.17€,Blue,Mixed,0.0
CTR_007424,Peugeot,308,,106 CV,Hybrid,5507.54€,Black,Professional,0.0
CTR_007427,Renault,Megane,2022.0,122,Gasoline,9126.91 euros,,Professional,2.0
CTR_007429,Renault,Megane,2019.0,120 CV,Gasoline,6280.75€,Red,Professional,
CTR_007433,Renault,Clio,2024.0,158 HP,Diesel,15839.54€,,Personal,1.0
CTR_007435,Peugeot,308,2011.0,183 HP,Hybrid,4193.06€,Gray,Mixed,2.0
CTR_007436,Peugeot,208,,182 HP,Gasoline,4984.77€,Red,Mixed,
CTR_007441,Mercedes,ClasseA,2010.0,140 CV,Gasoline,5376.25€,Blue,Mixed,1.0
CTR_007444,Peugeot,3008,2012.0,,Hybrid,4813.37 euros,Gray,Mixed,2.0
CTR_007445,Peugeot,208,2022.0,184 CV,Diesel,13175.05€,Blue,Mixed,3.0
CTR_007449,Volkswagen,Tiguan,2017.0,138,Diesel,5058,Blue,Mixed,0.0
CTR_007451,Peugeot,308,2018.0,106 kW,Gasoline,4244.24€,Gray,Mixed,0.0
CTR_007455,Renault,Megane,2018.0,93 kW,Hybrid,5060.87 EUR,Black,Mixed,0.0
CTR_007460,BMW,X1,2023.0,127 CV,Electric,31754.05€,Black,Professional,2.0
CTR_007464,Peugeot,208,,177 CV,Gasoline,13468.55€,Red,Professional,3.0
CTR_007469,Volkswagen,Tiguan,2023.0,100 kW,Hybrid,17050.80€,Red,Mixed,3.0
CTR_007470,Peugeot,208,2021.0,,Electric,11109.25€,Black,Professional,1.0
CTR_007478,Volkswagen,Golf,2023.0,193 HP,Hybrid,16332.59€,Black,Personal,1.0
CTR_007480,Volkswagen,Polo,2022.0,68 kW,Gasoline,14910.01 euros,Black,Professional,0.0
CTR_007482,Volkswagen,Polo,2023.0,136 CV,Diesel,18833.91€,,Professional,3.0
CTR_007484,Volkswagen,Golf,2011.0,,Diesel,5771.01€,Red,Mixed,0.0
CTR_007485,Peugeot,3008,2017.0,133 CV,Diesel,5548.23€,Black,Mixed,
CTR_007487,Volkswagen,Tiguan,2018.0,141hp,Electric,4828.23€,White,Professional,
CTR_007489,Peugeot,3008,2022.0,110 CV,Hybrid,10003.26€,Blue,Mixed,2.0
CTR_007490,Volkswagen,Golf,2013.0,164 CV,Electric,4136.43€,Black,Professional,1.0
CTR_007491,Peugeot,208,2018.0,91 HP,Electric,5242.96€,White,Professional,0.0
CTR_007495,Volkswagen,Golf,2013.0,157,Diesel,4880.66 euros,Blue,Mixed,3.0
CTR_007497,Renault,Megane,2021.0,141,Electric,10307.00 euros,White,Personal,1.0
CTR_007499,Volkswagen,Polo,2018.0,120 CV,Electric,6696.28€,Blue,Personal,2.0
CTR_007503,Volkswagen,Polo,2019.0,117hp,Diesel,9211.38€,,Professional,3.0
CTR_007504,Volkswagen,Golf,2024.0,93 kW,Gasoline,16372.99 EUR,Black,Personal,2.0
CTR_007510,Renault,Captur,2017.0,108 kW,Hybrid,5888.72€,Gray,Mixed,3.0
CTR_007511,Volkswagen,Golf,2024.0,179,Hybrid,16823.91€,White,Mixed,1.0
CTR_007512,Renault,Clio,2024.0,136 kW,Electric,13704.35€,Gray,Personal,2.0
CTR_007513,Volkswagen,Polo,2023.0,191 HP,Gasoline,€16173.20,,Professional,3.0
CTR_007515,Volkswagen,Polo,2017.0,103 CV,Gasoline,4312.89€,Black,Personal,3.0
CTR_007516,Volkswagen,Tiguan,2021.0,189 HP,Hybrid,11116.74€,,Personal,2.0
CTR_007518,Renault,Captur,2020.0,133 HP,Electric,6831.07€,,Personal,1.0
CTR_007519,Renault,Clio,2019.0,101 CV,Hybrid,€4536.88,Red,Mixed,2.0
CTR_007521,Peugeot,308,2014.0,107 HP,Diesel,4129.31€,Blue,Professional,0.0
CTR_007523,Volkswagen,Tiguan,2020.0,197 CV,Gasoline,11291.40€,White,Personal,2.0
CTR_007525,Renault,Megane,2021.0,,Diesel,9412.42 EUR,Blue,Personal,
CTR_007526,Volkswagen,Polo,2023.0,135 kW,Diesel,14779.48€,Red,Professional,3.0
CTR_007537,Peugeot,3008,2023.0,109,Hybrid,12842.78€,Gray,Personal,0.0
CTR_007538,Peugeot,3008,2011.0,90 HP,Electric,5215.42€,Red,Mixed,1.0
CTR_007541,Volkswagen,Golf,2021.0,117 kW,Diesel,€10739.93,Blue,Personal,1.0
CTR_007542,Peugeot,3008,2024.0,175,Diesel,17831.98 euros,Gray,Personal,2.0
CTR_007543,Renault,Clio,2019.0,,Gasoline,6380.65€,Black,Mixed,3.0
CTR_007545,Volkswagen,Polo,2018.0,90,Diesel,4989.03€,Black,Personal,2.0
CTR_007546,BMW,Serie1,2022.0,154 HP,Diesel,26800.71 euros,Black,Personal,2.0
CTR_007548,Peugeot,208,2018.0,95,Gasoline,5015.37€,White,Personal,2.0
CTR_007551,Renault,Megane,2022.0,106,Gasoline,9934.40€,Black,Mixed,0.0
CTR_007552,Volkswagen,Polo,2018.0,122,Diesel,6181.58€,,Professional,3.0
CTR_007553,Volkswagen,Golf,2023.0,111 CV,Hybrid,€18714.33,White,Personal,0.0
CTR_007555,BMW,Serie1,2021.0,149hp,Diesel,$28229.73,Gray,Personal,1.0
CTR_007559,Renault,Megane,2017.0,105hp,Hybrid,4010.20€,Gray,Personal,
CTR_007569,Mercedes,ClasseA,2018.0,,Electric,11665.93€,Gray,Mixed,2.0
CTR_007576,Volkswagen,Golf,2020.0,78 kW,Diesel,12449.87€,Gray,Personal,3.0
CTR_007577,Peugeot,3008,2019.0,182 HP,Diesel,€6694.09,Black,Personal,3.0
CTR_007579,Volkswagen,Polo,2015.0,175 CV,Gasoline,4688.63€,Blue,Professional,3.0
CTR_007581,Renault,Captur,2021.0,158hp,Diesel,7727.46€,Gray,Professional,3.0
CTR_007582,Peugeot,308,2023.0,126,Diesel,12821.32€,,Mixed,1.0
CTR_007584,Renault,Clio,2012.0,71 kW,Diesel,4848.54€,White,Personal,3.0
CTR_007590,Renault,Megane,,,Diesel,€5170.55,Blue,Professional,2.0
CTR_007596,BMW,Serie1,2021.0,182 CV,Gasoline,18511.95€,Gray,Personal,1.0
CTR_007597,Peugeot,3008,2018.0,90 HP,Gasoline,4774.38 EUR,Black,Professional,1.0
CTR_007600,Volkswagen,Tiguan,2022.0,129 HP,Hybrid,17357.15€,White,Mixed,1.0
CTR_007603,Volkswagen,Golf,2024.0,131 HP,Electric,21148.98€,White,Mixed,1.0
CTR_007608,Volkswagen,Polo,2010.0,125 kW,Diesel,4869.39 EUR,Red,Personal,3.0
CTR_007609,Peugeot,3008,2013.0,165 HP,Diesel,4620.50€,White,Personal,3.0
CTR_007611,Renault,Megane,2023.0,,Gasoline,11234.76€,,Personal,2.0
CTR_007614,Renault,Megane,2021.0,149 CV,Electric,9850.33€,White,Professional,0.0
CTR_007615,Peugeot,208,2024.0,188 CV,Electric,14572.07€,White,Personal,0.0
CTR_007618,Renault,Megane,2021.0,117 HP,Diesel,8050.47€,Gray,Professional,3.0
CTR_007619,Peugeot,3008,2021.0,113hp,Electric,10800.85€,Black,Personal,1.0
CTR_007621,Renault,Captur,2019.0,169 HP,Electric,$5582.46,,Personal,1.0
CTR_007622,Renault,Captur,,95,Diesel,7398.95€,Black,Personal,2.0
CTR_007623,Peugeot,208,2022.0,137hp,Diesel,11619.30€,Red,Professional,0.0
CTR_007627,Volkswagen,Golf,2022.0,157,Electric,13856.64€,Blue,Professional,0.0
CTR_007631,Peugeot,3008,2023.0,185hp,Hybrid,€10585.79,Gray,Professional,3.0
CTR_007633,Peugeot,3008,2013.0,93hp,Electric,€5003.12,Blue,Personal,1.0
CTR_007634,Renault,Captur,2024.0,,Gasoline,16209.45€,Red,Personal,1.0
CTR_007635,Volkswagen,Tiguan,2022.0,177 CV,Gasoline,16076.33€,Gray,Professional,0.0
CTR_007636,Volkswagen,Tiguan,2019.0,,Gasoline,6458.09 EUR,Gray,Mixed,0.0
CTR_007637,Volkswagen,Polo,2018.0,98,Gasoline,€5328.44,Gray,Mixed,3.0
CTR_007638,Mercedes,ClasseC,,121 kW,Hybrid,€23009.70,Black,Professional,
